
#-Frame  1 -------------------------------------
#-Number-of-particles: 79
#-Cutoff-value-used: 0.0229877329717 
# x       y        width_x      width_y   height  amplitude  sn  volume 
119.193148016 4.34982370614 1.77188548335 2.0895744192 0.451948323484 0.358405164465 1.79302244492 8.33772602831 
61.4367667213 5.52189961735 2.86002933185 3.46872089206 0.142674604133 0.523510090977 4.66925910997 32.632080901 
142.353583364 6.17027881063 1.69962346532 1.94260891373 0.293758367701 0.205801503749 1.70058090723 4.2693966766 
33.7365149405 8.11089542242 1.59532843942 2.01507175948 0.308109907393 0.253350099115 1.82227183559 5.11730816178 
235.947949588 17.1874467584 2.05874431615 2.00733655686 0.258217842345 0.285956362657 2.10742294204 7.42509884776 
147.220741678 21.3736875443 1.8219438891 2.24635617048 0.252676101634 0.202581571844 1.80174409267 5.20946853786 
53.5986895642 28.5681757378 2.47072175178 1.41525414868 0.255771067015 0.164572625445 1.64343722441 3.61572790707 
107.195998576 35.1076164081 3.19432511363 3.14492807469 0.11670984451 0.540320645122 5.62960641742 34.1052520557 
248.56555406 35.8077622415 2.78590229908 3.12665758935 0.109094892981 0.329039605746 4.01608624157 18.0083635296 
136.007476779 39.1127218334 2.90795325055 3.41348590424 0.101999090986 0.371779372274 4.64492828985 23.1873272989 
54.6609453598 44.219176478 2.1183406588 2.33054388007 0.280437622392 0.308476459827 2.09998243886 9.56874503893 
120.518160742 46.78665502 2.86023396612 2.91279016347 0.149005835206 0.275698191893 2.85025097514 14.4319343716 
78.2729099443 48.8018657695 2.28131229795 2.29866874625 0.238038228611 0.316439601382 2.32936462865 10.4263387211 
224.293229306 49.8737824633 1.92131611544 1.99280801753 0.233591674811 0.194278836298 1.83170274135 4.67379488674 
87.1819667626 53.9313483527 1.13430252404 1.43297547662 0.289818339966 0.135631327843 1.46798738775 1.3851842298 
151.053216452 53.4067063006 1.94712575427 1.76331014097 0.285078752547 0.25202181818 1.88404279845 5.43676692457 
64.9912432935 63.9070231986 2.85181793715 2.91831034043 0.159017233805 0.273419014998 2.71943007972 14.2975575399 
5.82558376277 65.6077072164 2.88240282061 3.01367269862 0.187666865795 0.238160108907 2.26905784832 12.9986917925 
25.4292719292 64.8521559417 3.11359678842 3.26804236844 0.0965463566408 0.516993403384 6.35487222276 33.0533071233 
39.7740309617 65.7314566049 1.55376104201 3.25227686933 0.259643203197 0.0936082702614 1.36052655763 2.97211648797 
132.910330386 67.6336545319 2.09808951909 4.47777579614 0.308389190373 0.403412375494 2.30812748335 23.813073042 
154.408218508 68.5176776326 1.59017700754 1.66954269791 0.313356409258 0.217450523241 1.69393992533 3.62729874398 
177.898421003 76.3476931979 1.22299883637 2.41093880992 0.233277838174 0.182621092592 1.78284801515 3.38331969594 
71.9787023044 77.7393801675 3.29038624182 3.59068700329 0.0434575410093 0.61577674883 15.1696178506 45.7117223314 
22.6452824071 80.9563801643 3.91901909283 3.3568598894 0.141307153931 0.599954075215 5.2457445255 49.5916399312 
117.876985184 86.1751042543 2.00021424043 2.7816789921 0.308750853292 0.295651164346 1.95757197492 10.3357735958 
14.0340033333 89.1208316092 4.01344038569 3.70984493416 0.00771591566615 0.671724053115 88.0569459516 62.8410368082 
38.8156172709 92.9133629342 3.04336176274 3.6648170791 0.143961711286 0.303183565081 3.10600139699 21.2466961113 
54.4948621111 96.5784178912 0.891655901407 1.7858925745 0.244980165915 0.12108328658 1.49425750908 1.211481227 
85.9873471935 97.0799038092 1.81376518428 1.80246257006 0.305935843149 0.201255613633 1.65783600758 4.13404488405 
129.241469146 99.3524366554 1.87567567198 2.20034000831 0.315171692777 0.385584836931 2.22341201881 9.99878790982 
161.309265619 99.2865600854 3.45006994309 3.73640075287 0.0258704657171 0.46548840824 18.9930432382 37.7024948556 
153.236632503 104.340355539 1.54110169816 2.06452551398 0.257710169765 0.227440750593 1.88254472379 4.54673561727 
202.245764248 104.451822896 1.3225462931 0.822483520482 0.228707731255 0.137491002518 1.60116464696 0.939706508094 
170.251101837 107.078932285 2.13947663909 1.82641029814 0.264069873715 0.170940517389 1.64733062876 4.19692084614 
12.0481502554 110.405351016 1.69937866851 1.72063771098 0.334541607815 0.329406498229 1.98465031115 6.05189842392 
20.1190905407 113.024472479 1.65738369 2.33882884984 0.385415950898 0.41351502343 2.0729058371 10.0714653731 
34.8554874413 116.655918419 2.44120682281 3.01902233255 0.253115266434 0.620820475075 3.4527184149 28.7486066604 
113.240397815 125.276197746 2.68462611569 2.34512602387 0.35549971097 0.377511807585 2.06191874687 14.9334586874 
8.84036229007 128.076609262 2.93061094606 2.79888838972 0.287100967893 0.490335049936 2.70788365339 25.2706582625 
137.354842131 128.321978816 1.49277043384 1.55968911416 0.296942805351 0.235229944127 1.79217256619 3.4411494895 
50.6975028178 130.550707997 3.12505572825 3.8649897728 0.178624653766 0.466759536177 3.61307454674 35.4224979172 
57.2235416168 130.57911404 2.43387563063 3.04847352275 0.262475198896 0.399285871331 2.52123276032 18.6142105081 
201.503893541 132.377059466 2.05981206298 2.3381894609 0.260284884221 0.400156892066 2.53738044859 12.1092561362 
210.612642092 133.793830489 3.21629442501 3.06766551557 0.18061569893 0.356513379587 2.97387813849 22.1013857045 
179.026204325 140.213241977 2.04276629781 2.61983412634 0.312509290555 0.158811183026 1.50818067759 5.34014965933 
89.3577840108 141.258149481 1.32279495123 2.12332799887 0.251250766594 0.182849486938 1.72775693152 3.22688307832 
59.5498016388 142.236740751 2.02557814381 2.69178052132 0.311911822339 0.440054264101 2.41082906317 15.0756050178 
6.54925816811 146.061833279 3.44352274378 2.86665345488 0.253814741253 0.506798182985 2.99672477841 31.4335237026 
39.6382562751 146.157276188 1.76055495934 1.25031914161 0.294413250385 0.229076515602 1.77807814459 3.16833360688 
47.358330521 145.224934956 2.57430010286 2.16859520194 0.258698588359 0.280888737755 2.08577607453 9.85262291278 
132.406680818 152.471161414 1.90337301985 2.27002948721 0.23736399619 0.251625737099 2.06008384228 6.83109517155 
54.1253995952 155.658570468 2.1051883747 2.81126850193 0.345156438083 0.440037691414 2.27489347688 16.3630039679 
170.115285604 157.409927812 1.97058875959 2.34450319887 0.281124100902 0.481183831383 2.71164204648 13.9681125273 
234.513854618 159.753734874 3.34904119648 3.23907704002 0.0656649463286 0.504931574107 8.68951476151 34.4155064119 
113.126178403 162.800013888 2.62358251494 1.46193073825 0.287977701729 0.176186882776 1.61180737855 4.24595087926 
11.2100581541 164.156446283 1.63514627263 1.43210809866 0.303551724164 0.119201336199 1.39268871402 1.75385385418 
73.8740217483 168.591602108 2.01665319288 2.34800550824 0.316292148655 0.453466113378 2.43369386596 13.4913384305 
112.273081783 173.093383776 2.2569639273 2.07142125161 0.262987655328 0.232490656459 1.8840363863 6.82933501285 
245.990546678 187.463024562 2.45279164838 2.52346169439 0.13731103679 0.652882125708 5.75476801407 25.3905449789 
111.265093346 192.395619921 2.11331812503 1.93457649834 0.225234846216 0.254874447552 2.1315942086 6.54722025365 
41.7962796063 198.447406027 2.65832889346 1.69046301141 0.359644554489 0.272999342344 1.75908098409 7.70825109642 
59.542587369 199.909220348 1.85745167571 2.37974512405 0.338014426247 0.237954261184 1.70397664332 6.60878044579 
15.9829294162 203.005962887 3.97258741756 3.17029111631 0.242588869649 0.505506964615 3.08380114614 40.0018077485 
203.547327619 207.390371025 2.20799409121 2.83960693488 0.20356658815 0.70397303464 4.45819537989 27.7326919336 
222.000678219 214.655809263 2.63072457054 2.20914671458 0.251446926878 0.299854872471 2.19251754712 10.949415063 
103.734569209 215.280189643 3.41392155284 3.79493810642 -0.0245472763544 0.839316525226 -33.1918391723 68.3225200733 
115.067920697 214.766057884 1.88740564524 1.8518054443 0.388029641962 0.452914986799 2.16721749531 9.94619950427 
10.844745876 216.501331078 2.26936133433 2.06375925736 0.443015984295 0.541990136189 2.22340988904 15.9490175723 
55.6062066016 226.579139411 1.9853264933 2.96741138283 0.348851187848 0.283060205756 1.81140674194 10.4777584639 
151.5711183 234.47291778 2.66996687147 2.66498262602 0.180417308171 0.586673978902 4.25176106911 26.2287110842 
193.653244069 237.106031526 2.25548700462 2.37961050665 0.323647880508 0.518548488564 2.60219955017 17.4870055578 
3.5851278329 238.16208368 3.3485265735 3.89452164182 0.152110511701 0.572694744672 4.76499124399 46.9257192047 
119.140446136 238.463390144 3.04854854606 2.8917493825 0.0948249385166 0.672540669498 8.09244508901 37.2522223941 
