# L logD1 LogD2 p12 p21 n
1079.99974494 0.991499219149 0.1 0.1 0.4 0
1093.42492763 0.991499219149 0.0977507002254 0.1 0.4 1
1093.42492763 0.991499219149 0.0977507002254 0.1 0.4 2
1093.42492763 0.991499219149 0.0977507002254 0.1 0.4 3
1093.2644795 1.01007449676 0.0977507002254 0.1 0.4 4
1093.2644795 1.01007449676 0.0977507002254 0.1 0.4 5
1094.71441773 1.01007449676 0.0977507002254 0.118711323095 0.4 6
1094.71441773 1.01007449676 0.0977507002254 0.118711323095 0.4 7
1095.05885046 0.976500344515 0.0977507002254 0.118711323095 0.4 8
1095.05885046 0.976500344515 0.0977507002254 0.118711323095 0.4 9
1095.61712345 0.976500344515 0.0977507002254 0.125826811866 0.4 10
1106.15909355 0.976500344515 0.0977507002254 0.125826811866 0.388712826638 11
1106.41981866 0.95233793585 0.0977507002254 0.125826811866 0.388712826638 12
1110.72699845 0.95233793585 0.097037854783 0.125826811866 0.388712826638 13
1109.88708376 0.95233793585 0.097037854783 0.114689738623 0.388712826638 14
1109.88708376 0.95233793585 0.097037854783 0.114689738623 0.388712826638 15
1109.82439523 0.958576301463 0.097037854783 0.114689738623 0.388712826638 16
1117.90771918 0.958576301463 0.0957163856415 0.114689738623 0.388712826638 17
1118.71722918 0.958576301463 0.0957163856415 0.125639421639 0.388712826638 18
1118.63061222 0.958576301463 0.0957163856415 0.125639421639 0.3888062722 19
1118.55122913 0.966101922226 0.0957163856415 0.125639421639 0.3888062722 20
1134.98455778 0.966101922226 0.0930831003072 0.125639421639 0.3888062722 21
1134.83778848 0.966101922226 0.0930831003072 0.123569844578 0.3888062722 22
1134.83778848 0.966101922226 0.0930831003072 0.123569844578 0.3888062722 23
1134.71212211 0.978927283968 0.0930831003072 0.123569844578 0.3888062722 24
1134.71212211 0.978927283968 0.0930831003072 0.123569844578 0.3888062722 25
1134.71212211 0.978927283968 0.0930831003072 0.123569844578 0.3888062722 26
1134.71212211 0.978927283968 0.0930831003072 0.123569844578 0.3888062722 27
1134.97958501 0.952077543893 0.0930831003072 0.123569844578 0.3888062722 28
1137.40118344 0.952077543893 0.0927013410959 0.123569844578 0.3888062722 29
1136.65326626 0.952077543893 0.0927013410959 0.113232389428 0.3888062722 30
1153.69222085 0.952077543893 0.0927013410959 0.113232389428 0.370310198555 31
1153.43903641 0.983160879591 0.0927013410959 0.113232389428 0.370310198555 32
1153.43903641 0.983160879591 0.0927013410959 0.113232389428 0.370310198555 33
1153.43903641 0.983160879591 0.0927013410959 0.113232389428 0.370310198555 34
1156.75240116 0.983160879591 0.0927013410959 0.113232389428 0.366663394178 35
1156.90892845 0.96325083111 0.0927013410959 0.113232389428 0.366663394178 36
1156.90892845 0.96325083111 0.0927013410959 0.113232389428 0.366663394178 37
1157.02345415 0.96325083111 0.0927013410959 0.115021114512 0.366663394178 38
1174.26573044 0.96325083111 0.0927013410959 0.115021114512 0.347350430878 39
1174.38423591 0.947213118432 0.0927013410959 0.115021114512 0.347350430878 40
1174.38423591 0.947213118432 0.0927013410959 0.115021114512 0.347350430878 41
1175.12793989 0.947213118432 0.0927013410959 0.127844894759 0.347350430878 42
1175.12793989 0.947213118432 0.0927013410959 0.127844894759 0.347350430878 43
1175.00561834 0.962229632523 0.0927013410959 0.127844894759 0.347350430878 44
1207.23375337 0.962229632523 0.0877860364846 0.127844894759 0.347350430878 45
1207.21692351 0.962229632523 0.0877860364846 0.127531201407 0.347350430878 46
1207.21692351 0.962229632523 0.0877860364846 0.127531201407 0.347350430878 47
1207.52203875 0.923202256379 0.0877860364846 0.127531201407 0.347350430878 48
1207.52203875 0.923202256379 0.0877860364846 0.127531201407 0.347350430878 49
1207.61468132 0.923202256379 0.0877860364846 0.129192257484 0.347350430878 50
1207.61468132 0.923202256379 0.0877860364846 0.129192257484 0.347350430878 51
1207.69273985 0.9138876291 0.0877860364846 0.129192257484 0.347350430878 52
1212.96670982 0.9138876291 0.0870065253623 0.129192257484 0.347350430878 53
1213.04935987 0.9138876291 0.0870065253623 0.130675976912 0.347350430878 54
1214.20943544 0.9138876291 0.0870065253623 0.130675976912 0.346026174123 55
1214.32546929 0.900306690906 0.0870065253623 0.130675976912 0.346026174123 56
1214.32546929 0.900306690906 0.0870065253623 0.130675976912 0.346026174123 57
1212.77883547 0.900306690906 0.0870065253623 0.103696595602 0.346026174123 58
1212.77883547 0.900306690906 0.0870065253623 0.103696595602 0.346026174123 59
1212.93924985 0.878134538561 0.0870065253623 0.103696595602 0.346026174123 60
1212.93924985 0.878134538561 0.0870065253623 0.103696595602 0.346026174123 61
1212.50206092 0.878134538561 0.0870065253623 0.0964859579163 0.346026174123 62
1211.49146068 0.878134538561 0.0870065253623 0.0964859579163 0.347168339652 63
1211.48449455 0.879128911797 0.0870065253623 0.0964859579163 0.347168339652 64
1221.02193545 0.879128911797 0.0856181550729 0.0964859579163 0.347168339652 65
1220.87619408 0.879128911797 0.0856181550729 0.094082318541 0.347168339652 66
1220.87619408 0.879128911797 0.0856181550729 0.094082318541 0.347168339652 67
1220.89007735 0.877061357738 0.0856181550729 0.094082318541 0.347168339652 68
1221.94802649 0.877061357738 0.0854655692177 0.094082318541 0.347168339652 69
1222.8605793 0.877061357738 0.0854655692177 0.109331076402 0.347168339652 70
1231.95069439 0.877061357738 0.0854655692177 0.109331076402 0.336790395142 71
1231.8870776 0.885957009143 0.0854655692177 0.109331076402 0.336790395142 72
1231.8870776 0.885957009143 0.0854655692177 0.109331076402 0.336790395142 73
1231.88197751 0.885957009143 0.0854655692177 0.109238737403 0.336790395142 74
1234.22509766 0.885957009143 0.0854655692177 0.109238737403 0.334092909335 75
1234.08543369 0.906587554284 0.0854655692177 0.109238737403 0.334092909335 76
1234.08543369 0.906587554284 0.0854655692177 0.109238737403 0.334092909335 77
1234.08543369 0.906587554284 0.0854655692177 0.109238737403 0.334092909335 78
1233.93780804 0.906587554284 0.0854655692177 0.109238737403 0.334262980131 79
1234.20634869 0.867874109683 0.0854655692177 0.109238737403 0.334262980131 80
1234.20634869 0.867874109683 0.0854655692177 0.109238737403 0.334262980131 81
1234.77409516 0.867874109683 0.0854655692177 0.11955183162 0.334262980131 82
1234.77409516 0.867874109683 0.0854655692177 0.11955183162 0.334262980131 83
1234.79191639 0.865628958752 0.0854655692177 0.11955183162 0.334262980131 84
1234.79191639 0.865628958752 0.0854655692177 0.11955183162 0.334262980131 85
1235.08548022 0.865628958752 0.0854655692177 0.124945039541 0.334262980131 86
1235.02895374 0.865628958752 0.0854655692177 0.124945039541 0.33432857502 87
1235.04642616 0.863527394544 0.0854655692177 0.124945039541 0.33432857502 88
1235.04642616 0.863527394544 0.0854655692177 0.124945039541 0.33432857502 89
1234.9626054 0.863527394544 0.0854655692177 0.12340433932 0.33432857502 90
1237.84733857 0.863527394544 0.0854655692177 0.12340433932 0.330975132595 91
1237.80657381 0.868610079649 0.0854655692177 0.12340433932 0.330975132595 92
1237.80657381 0.868610079649 0.0854655692177 0.12340433932 0.330975132595 93
1237.80657381 0.868610079649 0.0854655692177 0.12340433932 0.330975132595 94
1237.80657381 0.868610079649 0.0854655692177 0.12340433932 0.330975132595 95
1237.68575967 0.884077329279 0.0854655692177 0.12340433932 0.330975132595 96
1237.68575967 0.884077329279 0.0854655692177 0.12340433932 0.330975132595 97
1238.0055945 0.884077329279 0.0854655692177 0.129550788828 0.330975132595 98
1238.0055945 0.884077329279 0.0854655692177 0.129550788828 0.330975132595 99
1238.0055945 0.884077329279 0.0854655692177 0.129550788828 0.330975132595 100
1238.0055945 0.884077329279 0.0854655692177 0.129550788828 0.330975132595 101
1237.60400692 0.884077329279 0.0854655692177 0.121843187912 0.330975132595 102
1246.57374038 0.884077329279 0.0854655692177 0.121843187912 0.320470157 103
1246.63624982 0.875357712581 0.0854655692177 0.121843187912 0.320470157 104
1246.63624982 0.875357712581 0.0854655692177 0.121843187912 0.320470157 105
1247.1726374 0.875357712581 0.0854655692177 0.132665946146 0.320470157 106
1247.78859445 0.875357712581 0.0854655692177 0.132665946146 0.319740587295 107
1247.79777455 0.874182579283 0.0854655692177 0.132665946146 0.319740587295 108
1247.79777455 0.874182579283 0.0854655692177 0.132665946146 0.319740587295 109
1247.79777455 0.874182579283 0.0854655692177 0.132665946146 0.319740587295 110
1247.79777455 0.874182579283 0.0854655692177 0.132665946146 0.319740587295 111
1247.90402815 0.860833955868 0.0854655692177 0.132665946146 0.319740587295 112
1252.49134657 0.860833955868 0.0848059376312 0.132665946146 0.319740587295 113
1252.78256939 0.860833955868 0.0848059376312 0.138592861747 0.319740587295 114
1260.9913022 0.860833955868 0.0848059376312 0.138592861747 0.309928992672 115
1260.92798884 0.86898553229 0.0848059376312 0.138592861747 0.309928992672 116
1290.59046064 0.86898553229 0.0806649572416 0.138592861747 0.309928992672 117
